Country,Year,Tempurate_Change,Coastal_or_Landlocked,CO2 emission (Tons),Rural population,Urban population,Savanna fires,Forest fires,Crop Residues,Rice Cultivation,Drained organic soils (CO2),Pesticides Manufacturing,Food Transport,Forestland,Net Forest conversion,Food Household Consumption,Food Retail,On-farm Electricity Use,Food Packaging,Agrifood Systems Waste Disposal,Food Processing,Fertilizers Manufacturing,IPPU,Manure applied to Soils,Manure left on Pasture,Manure Management,Fires in organic soils,Fires in humid tropical forests,On-farm energy use
Guinea,2007,0.974,Coastal,51120128.0,6782797.0,3313930.0,3106.3473,236.8617,186.2088,2442.666,668.9634,16.0,75.2158,-148.203,10295.6957,15.4748,238.3687,4.4156,67.63136607385836,779.1479,209.58772835754152,356.4910168671663,50.8294,49.7821,1984.0526,174.9767,0.0,232.5938,184.7866
Guinea-Bissau,2007,1.034,Coastal,6602528.0,882992.0,562966.0,417.2972,598.8228,15.6905,137.3705,0.8185,2.0,9.0068,-5.984,1492.304,5.8549,39.6827,0.1988,67.63136607385836,247.6774,209.58772835754152,5793.499394571322,7.9642,28.7145,316.1649,65.3154,0.0,598.8228,23.7052
Guyana,2007,1.025,Coastal,73441216.0,543379.0,204490.0,30.4506,8.5682,28.8376,788.7432,3179.8775,12.0,58.5705,0.0,4701.7459,53.0516,48.3208,21.6898,0.1688,178.3541,150.57393342476297,5073.534819567684,4.8936,33.4827,91.2542,28.9678,0.0,8.051,567.509
Haiti,2007,1.151,Coastal,42157565.0,5296958.0,4259931.0,0.8078,0.139,46.1176,181.2608,0.0,0.0,105.9633,-137.8356,207.2246,19.8793,1590.9538,17.00466278502689,67.63136607385836,2721.8429,220.21385664818536,363.1460657946652,141.0278,135.7412,897.5643,194.2889,0.0,0.139,52.9111
Honduras,2007,0.769,Coastal,137224950.0,3861301.0,3846671.0,94.2394,213.79,45.911,7.2465,0.0,129.0,368.1043,0.0,5356.8944,305.4376,348.9935,215.2186,0.0286,1949.2359,140.02960340048548,2293.565448051392,732.0225,201.4303,1050.4067,179.1422,0.0,192.9541,156.5833
Hungary,2007,2.142,Landlocked,4375883429.0,3265684.0,6758203.0,3.6307,8.7272,525.0752,20.5173,5601.2788,255.0,1041.1058,-3404.7264,0.0,1525.3492,1287.6577,352.7521,324.336,2337.4129,1320.5655,910.413,9024.489,512.3847,191.9989,996.8236,0.0,0.0,1245.3662
Iceland,2007,1.101,Coastal,105941206.0,20516.0,284684.0,0.0,0.0,0.1441,246.40727646443952,730.8791,0.0,127.369,-63.1151,0.0,1.0145,7.4792,0.6752,19.0737,193.5875,104.2479,1467.053995243287,1451.2109,23.9016,63.9236,52.5307,0.0,0.0,673.3649
India,2007,0.607,Coastal,26944248545.0,826881860.0,352799379.0,348.5128,5728.0047,19371.8335,129783.9088,4959.8349,1934.0,6039.1827,-24494.5727,23187.626,36815.3657,7795.121,84335.6394,5961.1868,142634.9691,5654.9887,21248.3486,132285.5326,12882.5431,55350.9999,35797.078,0.0,1455.434,5516.1494
Indonesia,2007,0.464,Coastal,7605964725.0,122237436.0,110751705.0,157.1165,356.5774,3970.5459,69547.972,212471.8694,972.0,7810.6849,-27151.9519,74671.5354,16665.1153,885.7665,212.0353,2138.3909,71975.8307,2128.2317,5463.3041,35685.5641,3017.8519,7070.3687,5908.9584,43454.6641,335.885,8927.9922
Iraq,2007,0.935,Coastal,2517923470.0,8837116.0,19553317.0,13.6912,0.0,288.1277,974.12,0.0,31.0,2208.9706,-51.7037,0.0,2192.1304,108.5173,301.6942,1.4602,9680.2906,0.3523,149.0978,3174.5474,85.2145,1372.053,192.2898,0.0,0.0,
Ireland,2007,1.345,Coastal,1714383443.0,1717899.0,2680174.0,1.529,0.7824,120.8085,599.2985158919388,11081.3641,103.0,1147.7969,-3243.3242,12.7893,668.0632,1273.3606,284.6524,274.247,758.6019,1359.6005,622.4599576639342,5725.4368,1442.1815,1629.8988,2958.7805,0.0,0.0,1018.3434
Israel,2007,0.521,Coastal,1550343921.0,578650.0,6344035.0,0.9373,0.0,21.5937,248.06149701135485,0.0,314.0,1672.39,-7.216,0.0,2084.1553,2286.751,1457.7146,208.4642,1945.7387,1067.8575,99.6189,6107.8467,61.3079,403.0762,95.2427,0.0,0.0,1165.1816
Italy,2007,1.552,Coastal,19787299468.0,18995609.0,40317902.0,39.6458,54.4654,1098.8993,3281.04,705.4891,1551.0,9596.2114,-35510.0911,0.0,14184.5956,10896.7427,2728.214,5183.4878,13015.5303,54593.9643,1100.8384,48151.6115,2401.9378,1909.0633,6061.3671,0.0,0.0,8848.7515
Jamaica,2007,0.939,Coastal,346637133.0,1299356.0,1476111.0,0.1909,0.0,0.1934,0.069,248.8136,26.0,245.5988,-2695.4567,0.0,217.0559,172.0426,12.056,7.6561,1228.2159,13.7176,2215.187342974991,368.5292,37.3638,138.3584,44.216,0.0,0.0,3382.8007
Japan,2007,1.004,Coastal,49969476902.0,15233582.0,113271669.0,1.7202,18.6936,710.2717,9738.8676,4974.9558,1426.0,25877.3575,-103297.7,786.5,18571.783,28586.1534,1564.8223,8978.4625,12459.8844,22465.0908,4537.4862,136741.6272,1028.4372,1421.0021,2356.7736,0.0,0.0,16453.0456
Jordan,2007,0.516,Coastal,391911393.0,1091804.0,5101387.0,0.0,0.0,4.8361,246.40727646443952,0.0,30.0,584.5537,0.0,0.0,759.0356,326.2293,1070.2811,42.4885,1764.1327,1.2971,1004.4256,2298.8742,17.3211,326.2695,36.8982,0.0,0.0,360.9388
Kenya,2007,0.634,Coastal,279656854.0,29547088.0,8538821.0,473.4451,2.1258,261.6452,32.2557,164.6108,75.40758058670528,417.8968,26.5198,14977.4103,62.4581,84.9995,12.9351,67.63136607385836,5934.6787,79.4208,356.4910168671663,1261.3225,396.833,12208.9075,1054.244,0.0,0.8328,355.0108
Kiribati,2007,0.547,Coastal,1311712.0,53100.0,43211.0,0.0,0.0,,921.6641089401876,0.0,11.481084565896976,2.8581,,,0.9988,0.4157,17.00466278502689,67.63136607385836,4.2957,252.2141899664796,1922.0556140048525,1.1454,1.6626,0.0633,6.0774,0.0,0.0,4.6686
Kuwait,2007,1.085,Coastal,1706954855.0,0.0,2503410.0,0.0,0.0,1.2273,246.40727646443952,0.0,1.0,1120.2688,-22.9986,0.0,2102.1889,2688.5783,770.3914,18.7744,1526.4352,15.8537,585.3584,6504.1861,21.2637,147.1421,29.9065,0.0,0.0,
Latvia,2007,2.206,Coastal,852228409.0,705716.0,1492802.0,0.5609,0.522,101.374,325.3090715265144,5163.1915,21.0,319.6814,-16189.8034,0.0,136.3832,122.1231,15.5441,40.4727,438.8454,255.0844,374.5234206064291,1984.2195,122.6017,78.4542,312.7134,0.0,0.0,433.1316
Lebanon,2007,0.728,Coastal,426920416.0,535295.0,3551171.0,0.6072,0.0,15.2625,248.06149701135485,0.0,57.0,375.7734,-3.5253,10.6973,507.8874,902.6555,300.575,68.41215211031376,1495.1107,246.3935953630883,37.2943,2462.71,27.2041,213.5647,31.5813,0.0,0.0,155.5123
Liberia,2007,1.041,Coastal,39883415.0,1870927.0,1642005.0,21.3202,21.5178,25.3601,52.6848,126.5574,12.357951031263024,33.2116,-377.9245,13660.148,,19.0342,509.21529823344406,212.0336516148264,486.7982,294.06702220191835,599.422428878187,100.2171,18.4465,75.2876,33.2683,0.0,21.5178,6.5112
Libya,2007,0.86,Coastal,1430103330.0,1347074.0,4623288.0,0.0,0.0,23.6388,248.06149701135485,0.0,27.0,1304.6966,0.0,0.0,2573.4209,1075.2212,2129.4761,99.74825765156932,1011.8258,332.6036474920459,514.205,5370.0171,31.6858,891.7502,79.9636,0.0,0.0,
Liechtenstein,2007,1.931,Landlocked,3883686.0,30155.0,5167.0,0.0,0.0,,9271.867045693209,0.0,11.481084565896976,0.177,29.1817,0.0432,0.0394,2.3742,17.00466278502689,67.63136607385836,8.2851,451.19629118273247,1697.7020989762102,17.3509,,2294.30791696942,,0.058149492894556,,2.445
Lithuania,2007,2.196,Coastal,1378896505.0,1083093.0,2176998.0,0.0106,0.0,182.6832,622.0513988217181,9862.6818,52.0,451.9097,-4761.1667,0.0,215.2671,115.2067,18.3609,60.4652,625.9231,392.6907,834.9275,6171.3834,281.0805,175.5042,735.4094,0.0,0.0,256.5354
Luxembourg,2007,1.94,Landlocked,623334167.0,59770.0,414952.0,0.0,0.0,8.0436,246.40727646443952,4.7014,4.0,510.8524,-518.9991,0.0,81.3733,138.3519,10.392,164.1825,95.5424,68.2831,1641.6791581344232,762.5297,41.3498,35.3798,95.3726,0.0,0.0,63.3779
Malawi,2007,0.904,Landlocked,34695980.0,11732355.0,2108614.0,305.623,419.0147,223.7756,113.8584,877.1056,11.606164948241496,56.5113,0.0,7068.6,23.0712,123.2006,21.5747,67.63136607385836,548.723,209.58772835754152,0.7458,183.935,95.3814,651.3998,187.8238,0.0,239.1531,33.2822
Malaysia,2007,0.763,Coastal,2977341730.0,8424428.0,18201417.0,9.9714,67.4514,160.7875,3372.7281,25063.5749,2676.0,4617.964,35779.4791,32600.0895,8440.3894,4248.0693,140.6104,17.043,6479.7948,2538.122922126206,956.2589,23186.0228,396.4671,629.2566,853.2592,10100.8065,65.5118,2456.7625
Maldives,2007,0.363,Coastal,8156064.0,217772.0,118298.0,0.0,0.0,0.008,558.22502907781,0.0,1.0,42.048,0.0,0.0,18.0724,9.4087,11.7835,128.20038881234169,58.2609,451.19629118273247,1502.4379476823492,2.2168,,2313.955884333105,,0.0,0.0,75.4278
Mali,2007,0.933,Landlocked,25956991.0,9078960.0,4596646.0,4261.0741,1.944,281.5906,768.0632,0.0,13.148013896248244,126.0775,-4746.0417,4746.0417,39.7556,182.0051,21.785611866377067,67.63136607385836,1115.951,0.2986,356.4910168671663,72.4398,150.9834,5612.3136,542.0687,0.0,1.944,10.5534
Malta,2007,1.398,Coastal,76993970.0,25207.0,385117.0,0.0,0.0,1.0697,246.40727646443952,0.0,3.0,53.2998,-0.4495,0.0,99.6434,102.0979,0.9612,2.3597,150.5661,37.8535,1202.6720259852302,207.6095,11.262,5.4444,47.9097,0.0,0.0,9.046
Martinique,2007,0.846,Landlocked,58675601.0,42943.0,354634.0,0.0,0.0,,764.8928096232963,0.0,12.43720074482074,89.6549,-102.3,0.0,,167.67571328414186,492.7371464768823,209.11661913222423,66.91570996841124,468.9198287651613,2005.7921290780253,,1.4914,10.0121,2.3522,0.0,0.0,13.9619
Mauritius,2007,0.537,Coastal,62251360.0,717043.0,516868.00000000006,0.0,0.0,0.1863,0.0,0.0,3.0,94.6271,-9.8534,94.4165,75.0487,454.1509,22.8704,67.63136607385836,246.1293,209.58772835754152,6381.4776125228245,124.9438,7.1117,45.3847,11.9776,0.0,0.0,7.0463
Mayotte,2007,0.594,Landlocked,2663893.0,94788.0,95310.0,0.0,0.0,,1746.1055110615655,0.0,11.481084565896976,9.7377,-1.9419,26.466,0.901,44.38942369506613,17.00466278502689,77.39365076150476,65.0723473790681,451.19629118273247,2005.7921290780253,,,2148.251692850715,,0.0,0.0,7.5281
Mexico,2007,0.503,Coastal,14018207347.0,25812028.0,86024318.0,827.8177,1216.8239,1767.9329,228.0585,0.0,925.0,16541.0407,-81516.8873,14786.0785,19797.1362,3466.2135,4064.3382,3650.3697,55078.312,3326.1163,328.0351,101171.6936,2595.6259,16831.0891,3589.2434,0.0,372.3504,9073.878
Mongolia,2007,2.729,Landlocked,311418793.0,918387.0,1673283.0,876.967,10.4086,11.0643,309.9402770166487,22478.4183,7.0,176.1279,-15.0674,1120.9341,333.2882,273.9997,31.1663,321.4727376660248,2341.1888,790.563402134988,398.7056220138012,139.8996,572.0369,3554.0255,907.4265,0.0,0.0,7.9981
Montenegro,2007,1.702,Coastal,74322552.0,228348.0,391136.0,15.9395,1.5612,0.3397,246.40727646443952,34.8934,11.682402573901776,81.8781,-4158.891,0.0,90.1843,49.5285,13.1685,140.2953,146.958,14.9648,2230.372367308135,605.7858,35.0803,40.8009,82.2946,0.0,0.0,20.0941
Montserrat,2007,0.934,Landlocked,1080880.0,4436.0,453.0,0.0,0.0,,2523.401946917135,0.0,11.481084565896976,1.7572,-0.5493,0.0,0.3954,44.38942369506613,17.00466278502689,77.39365076150476,65.0723473790681,451.19629118273247,2005.7921290780253,,,2148.251692850715,,0.0,0.0,2.2337
Morocco,2007,0.93,Coastal,981717241.0,13640554.0,17585327.0,0.6424,0.3896,269.4266,35.28,0.0,305.0,1375.6877,-4619.0937,95.2499,5791.7908,928.2894,1840.8283,214.0827,5339.2844,825.1956,1292.2285,5387.8383,170.5974,3767.0948,373.2451,0.0,0.0,2345.6757
Myanmar,2007,0.507,Coastal,345095000.0,35246670.0,13924916.0,1267.8622,19183.3852,2289.4717,35104.3823,14153.3169,64.0,284.117,10.6342,104007.1659,259.9528,320.3464,530.9519803268967,2.5208,7160.8339,171.8387,206.1801,718.1704,1644.7282,3627.4858,5679.2929,4243.3058,14406.3441,275.3364
Namibia,2007,0.997,Coastal,30026480.0,1277117.0,802798.0,4367.0209,0.2589,8.1696,246.40727646443952,2.7131,1.0,145.7315,0.0,10557.9143,,84.4742,1764.491596236395,267.07297555428045,163.7179,294.06702220191835,767.8227312990426,196.2683,28.8457,1342.7,115.9159,0.0,0.0,565.8251
Nepal,2007,0.727,Landlocked,53240301.0,22078011.0,4136836.000000001,11.1596,302.8795,528.6172,4220.9176,2464.0397,3.0,103.0345,-7173.6394,0.0,115.0437,430.5624,0.127,147.67686436451805,2951.649,555.9078362005114,356.4910168671663,193.0935,477.4464,2101.4718,1216.536,0.0,302.8795,179.3716
New Caledonia,2007,1.146,Landlocked,93189312.0,83310.0,156819.0,0.0,0.0,0.2732,246.40727646443952,0.0,11.481084565896976,55.2571,-36.1947,0.0,4.345,19.3747,17.00466278502689,79.2019,12.985,381.5742161969023,1.2897,,4.3862,52.4624,25.8291,0.0,0.0,11.1231
New Zealand,2007,0.237,Coastal,1424480862.0,578237.0,3654914.0,1.302,4.2891,54.4596,558.22502907781,2455.6001,109.0,1512.3329,-24121.3286,147.5992,371.2632,417.9288,359.6012,245.1472,1113.827,1394.6295,249.8751,3610.6133,373.7453,10202.372,3631.2247,0.0,0.0,1878.4091
Nicaragua,2007,0.844,Coastal,113049058.0,2411595.0,3110511.0,67.8674,15.2691,63.8798,53.588,41.0812,329.0,178.5739,-266.4878,23825.763,179.0091,193.4768,33.3427,67.63136607385836,1830.6338,304.5120236243108,356.4910168671663,247.0161,265.3787,1405.1121,217.9724,0.0,15.1397,22.8877
Niger,2007,0.872,Landlocked,25035668.0,12287148.0,2381190.0,152.7599,0.0,378.7933,45.9812,0.0,2.0,35.9266,-72.8614,1304.2069,27.4759,174.3264,5.1777,67.63136607385836,1838.0989,209.58772835754152,356.4910168671663,53.7427,120.0959,5758.5629,607.6269,0.0,0.0,
Nigeria,2007,0.816,Coastal,2410368923.0,86650758.0,59766266.0,4141.7379,347.0204,2017.1622,7513.3934,0.0,289.2434639524265,2372.2231,0.0,45992.9575,379.0354,1129.7273,194.9573586381828,19.5191,29109.0609,2445.25511646148,48.0928,4021.7959,906.7463,14359.7205,2221.0309,0.0,346.2443,14.0633
Niue,2007,,Landlocked,186864.0,1051.0,600.0,0.0,0.0,,2005.8628211661205,0.0,11.481084565896976,0.2507,0.0,1.3906,0.1326,0.1513,17.00466278502689,67.63136607385836,65.0723473790681,209.58772835754152,860.0921649175077,0.0,0.1166,0.0702,0.9839,0.0,0.0,0.0396
Norway,2007,1.702,Coastal,2056310609.0,1027294.0,3692354.0,1.0399,1.1683,75.7732,294.33294049072515,5225.7429,13.0,1526.2159,-24014.8663,0.0,23.8269,237.4253,10.993,138.7348,1259.8092,550.3614,1926.616664293283,15891.1739,288.0103,351.9646,629.3263,0.0,0.0,1945.7443
Oman,2007,0.652,Coastal,515424945.0,704911.0,1957851.0,0.0,0.0,1.527,246.40727646443952,0.0,1.0,726.7872,0.0,0.0,562.5265,783.8914,96.0403,19.9281,345.3161,2.1539,1208.1747,5023.162,7.1997,367.679,41.3251,0.0,0.0,
Pakistan,2007,0.65,Coastal,2764739133.0,105200045.0,55132929.0,9.252,13.7625,2388.8896,9860.368,0.0,130.0,3708.6041,0.0,7065.3035,3720.8749,1762.1201,3701.4304,247.6491,28933.2497,7693.09857419824,5003.6739,15989.6326,3213.6933,15830.9742,7986.7193,0.0,0.0,387.4903
Panama,2007,0.654,Coastal,176845158.0,1234105.0,2219702.0,12.5866,3.1742,26.4115,39.004,677.5156,40.35628206806192,316.9741,-718.7917,4272.2812,334.3563,498.3717,5.7538,67.63136607385836,1651.1735,242.33271466301449,1.3201,449.0101,84.8461,646.3447,104.8544,0.0,2.9155,41.1929
Papua New Guinea,2007,0.438,Coastal,94322352.0,5761463.0,866459.0,80.7307,35.5587,0.6661,2.6771,22190.0377,5.0,97.2709,0.0,3367.7618,93.928,88.6221,39.9778,67.63136607385836,280.1114,459.1090461303429,2519.142473763588,141.0712,79.6252,53.7329,805.0468,0.0,32.0669,364.7248
Paraguay,2007,0.252,Landlocked,97169945.0,2488720.0,3477439.0,2739.4391,1955.7785,572.5231,164.64,0.0,305.0,415.5027,-333.7277,56636.9443,129.3764,1.042,0.1272,67.63136607385836,1600.2828,271.2436731670758,356.4910168671663,420.0375,194.2673,4337.7204,470.5755,0.0,1451.0944,
Peru,2007,0.555,Coastal,1287246462.0,6845868.0,21446856.0,47.2399,269.9094,264.2568,2223.5554,104.7404,24.0,1364.9075,-13217.6923,77951.3444,1519.2134,380.3194,120.0943,129.6301,8899.4825,1786.8384926537622,0.1503,3549.884,592.3073,4340.3732,911.5527,0.0,243.5233,979.0454
Philippines,2007,0.875,Coastal,1991827319.0,48629037.0,40664453.0,65.6768,52.6344,1374.8603,40027.655,0.0,167.0,2602.0197,-20988.5166,23371.7715,3510.7161,2623.5465,657.1396,296.3358,10473.597,2788.386,349.5802,11098.9094,946.8772,2030.8795,4106.2074,0.0,35.5542,736.1974
Portugal,2007,0.775,Coastal,1948806603.0,4385066.0,6245054.0,7.3657,2.4709,60.8824,379.6551,263.3372,274.0,1519.8821,-164.4977,445.1113,2430.7204,1318.2801,428.8533,617.2717,2881.033,1600.3566,440.5233,9863.9563,504.7341,520.4466,1496.9839,0.0,0.0,1328.0903
Puerto Rico,2007,1.071,Coastal,208848.0,224750.0,3520508.0,0.0,0.0,0.025,0.0,64.4716,137.40051379062086,1915.421500121735,-2264.0167,0.0,997.3715,1754.4742,21.1174,138.1203231045062,1042.2773,320.83489853923646,10753.102392492678,,40.239,162.6989,32.0915,0.0,0.0,
Qatar,2007,0.989,Coastal,937312172.0,24776.0,1164857.0,0.0,0.0,0.2429,246.40727646443952,0.0,105.08359133892851,653.1639,0.0,0.0,343.8629,1064.5425,322.6273,120.0,493.9966,470.3710804729019,1881.7814,6103.515,3.3931,48.3192,8.8113,0.0,0.0,978.1724
Romania,2007,2.126,Coastal,7463294555.0,9795242.0,11240869.0,12.9698,9.3742,537.7649,63.4099,540.0749,212.0,1098.1742,-3278.0,0.0,2521.2313,877.4545,312.3442,1054.358,3889.4549,2414.8378,2346.7451,12320.1499,1439.6312,1130.2749,2794.3919,0.0,0.0,511.8832
Rwanda,2007,1.25,Landlocked,17681871.0,7848805.0,1598597.0,3.2992,0.0,72.9185,29.4098,1729.6642,2.0,33.737,-498.9045,1036.6542,13.3365,67.1761,4.1397,67.63136607385836,2759.6181,242.33271466301449,356.4910168671663,132.3589,65.933,729.2902,135.8046,0.0,0.0,27.2026
Saint Pierre and Miquelon,2007,0.385,Landlocked,2850592.0,631.0,5630.0,0.0,0.0,,2559.407095699635,0.0,12.232870648918505,2.8338,0.0,1.4311,,44.38942369506613,548.4029167056395,1073.2412364429035,65.0723473790681,1727.6031137058649,2005.7921290780253,,,2148.251692850715,,0.0,0.0,5.542
Samoa,2007,0.942,Coastal,4056048.0,144461.0,37825.0,0.0,0.0,,921.6641089401876,0.0,2.0,11.1021,1.8314,104.8029,3.4633,7.4557,17.00466278502689,67.63136607385836,8.4256,209.58772835754152,2329.417463430849,2.4331,8.3628,17.6282,83.3367,0.0,0.0,4.5224
Saudi Arabia,2007,0.706,Coastal,8486444989.0,4690056.0,20562513.0,25.4525,0.0,187.4705,0.0,0.0,131.0,10034.7597,0.0,0.0,9165.6281,3987.361,2323.7365,207.9352,9281.7355,2.4821,8021.1037,48740.2439,100.9426,1688.6024,210.8755,0.0,0.0,
Senegal,2007,1.202,Coastal,131026286.0,6823185.0,5050372.0,2278.4804,169.5741,57.9745,157.4115,0.0,8.0,170.0707,2421.8938,3947.02,291.5464,428.5066,40.6353,36.1729,2076.0709,45.0266,21.4626,1300.0347,87.9626,2336.6907,291.7665,0.0,169.5741,241.4185
Seychelles,2007,0.813,Coastal,7174112.0,43077.0,47204.0,0.0,0.0,,921.6641089401876,0.0,0.0,9.8122,0.0,0.0,5.7458,11.8001,17.00466278502689,67.63136607385836,56.7183,10.1883,779.5667924028238,2.2803,0.8855,2.3412,1.5074,0.0,0.0,5.8489
Sierra Leone,2007,0.795,Coastal,25402512.0,3748249.0,2267168.0,1016.9144,43.8873,69.8427,793.183,0.0,11.606164948241496,31.5732,-114.1296,3459.5,0.9326,7.0473,0.2547,67.63136607385836,639.9356,209.58772835754152,356.4910168671663,35.881,11.8395,322.9353,50.344,0.0,42.2059,36.0351
Singapore,2007,,Coastal,1486063810.0,0.0,4732528.0,0.0,0.0,,757.7566431689069,0.0,105.83061194491276,710.7676,-54.2433,0.0,1292.823,2376.2606,21.6318,46.0661,294.2304,215.4887841325262,667.3367855946689,9549.2458,4.9619,6.9951,3.4864,0.0,0.0,
Solomon Islands,2007,0.962,Coastal,6327728.0,400788.0,92152.0,0.0,0.0,0.2015,6.1371,0.4596,11.481084565896976,21.634,1502.9863,188.9268,2.0528,36.4554,17.00466278502689,67.63136607385836,21.0626,209.58772835754152,6601.365521432655,11.01,2.9765,8.2199,26.8488,0.0,0.0,14.4923
Somalia,2007,0.958,Coastal,24829146.0,7240839.0,3797757.0,22.9049,0.0,24.728,10.192,0.0,11.606164948241496,16.9316,0.0,17352.1517,3.3792,1.503,3.2779,67.63136607385836,543.7314,431.7032811799027,2601.5100680497644,34.8549,119.3367,5379.8912,820.3736,0.0,0.0,28.7844
South Africa,2007,0.721,Coastal,15057273313.0,19647368.0,30239813.0,2329.8178,390.5805,519.3654,10.3174,513.2052,921.0,5276.6662,-638.5166,6639.9667,9411.0006,6037.5575,5141.2011,3750.4313,8825.3956,795.5524,4288.897343040496,21160.8395,326.5775,8387.238,964.2925,0.0,0.2784,3635.1593
Spain,2007,0.835,Coastal,11326599135.0,10104737.0,35289121.0,39.2439,16.4812,1455.8815,1433.2853,428.589,875.0,8736.8242,-19600.3244,0.0,4565.9024,7526.1135,2267.6907,3826.5656,14648.3949,14043.1593,1664.6349,41987.5241,3049.896,3225.5684,9716.3321,0.0,0.0,8096.4575
Sri Lanka,2007,0.496,Coastal,268426107.0,16190874.0,3619915.0,29.2824,0.6941,208.4221,2439.5544,1291.9295,0.0,546.413,-30.8531,1087.7797,382.101,278.4073,0.0107,0.2312,3134.5318,152.07186510258964,356.4910168671663,727.582,70.076,238.4741,183.7621,0.0,0.6941,44.2411
Suriname,2007,0.98,Coastal,83798932.0,170511.0,339194.0,1.3264,0.8328,11.1763,329.9621,643.8291,1.0,17.3322,0.0,3174.1603,46.7274,38.1415,4.1766,8.3445,81.6372,131.56912352369383,3130.9338484263994,71.7054,12.0416,29.8365,12.1211,0.0,0.8328,473.8267
Sweden,2007,1.938,Coastal,4400991791.0,1412213.0,7751030.0,0.0,0.0,288.5896,916.2913156568912,7833.7961,42.0,1680.2954,-51833.485,36621.013,105.4733,495.3436,37.4331,540.8593,2207.6255,775.3699,2401.4871475305745,15204.2237,413.3795,332.5801,1025.6895,0.0,0.0,1846.7764
Switzerland,2007,1.804,Landlocked,2501815940.0,2001241.0,5559117.0,0.0318,0.2605,58.8204,495.6467420267155,816.9223,29.0,2104.6218,-3136.7981,482.06,387.0253,2371.6557,27.1082,154.3245,1326.7608,2322.7122,565.6824100863935,5640.3725,449.1882,343.8722,1138.1285,0.0,0.0,483.8022
Thailand,2007,0.638,Coastal,3884970942.0,39750794.0,26444821.0,660.2443,4845.7335,2525.2048,47777.5757,981.5424,2454.0,6249.9806,-40250.0083,5456.22,10449.7574,848.9869,148.5261,1476.8617,17669.0668,9996.6614,576.0699,29696.4068,1127.8908,2251.2514,3850.7622,0.0,4133.6279,11990.8213
Togo,2007,0.847,Coastal,38196126.0,3831357.0,2166028.0,501.7481,14.7157,67.1861,10.2779,0.0,4.0,72.1419,-201.7185,1146.8864,22.2984,219.4307,0.212,16.8139,988.6122,22.2873,2180.0802530380347,633.0175,61.7377,468.1453,125.2838,0.0,14.7157,
Tonga,2007,0.821,Coastal,2744336.0,78582.0,23775.0,0.0,0.0,,921.6641089401876,0.0,1.0,6.9213,0.0,0.0,1.599,1.3561,0.8243,67.63136607385836,3.9339,209.58772835754152,1186.92864182882,1.1182,3.9673,9.2482,36.9853,0.0,0.0,9.1355
Trinidad and Tobago,2007,0.627,Coastal,1008986056.0,594531.0,714729.0,1.0502,1.3885,0.4828,7.6981,0.0,4.0,280.6231,51.9824,84.3718,466.4034,591.4453,126.8097694105887,108.2596,783.0808,409.2159585218066,13636.0033,15980.8038,42.3965,62.1362,36.5638,0.0,1.3885,81.745
Tunisia,2007,1.388,Coastal,544154887.0,3521038.0,6777049.0,1.1317,0.9094,147.5444,583.3433910155268,0.0,10.0,543.146,-1319.6122,11.6084,1621.5914,796.0819,434.3493,292.6324,2654.0833,350.9247,959.7822,3532.0909,78.9305,1455.2251,153.5896,0.0,0.0,1133.2115
Turkmenistan,2007,1.127,Landlocked,1576964822.0,2552898.0,2317239.0,77.2302,0.0,87.6731,136.0122,0.0,269.0,608.962,-166.4557,0.0,402.3659,1873.2019,2327.2202,4.2851,423.0382,57.1018,662.4371485320081,2008.6823,434.6181,1427.2447,744.4055,0.0,0.0,
Turks and Caicos Islands,2007,1.331,Landlocked,1326368.0,3208.0,25432.0,0.0,0.0,,1705.819818372023,0.0,11.481084565896976,11.58,0.0,0.0,5.1251,4.9482,17.00466278502689,67.63136607385836,1.0867,451.19629118273247,1664.2573914805905,0.1981,,2313.955884333105,,0.0,0.0,8.9437
Tuvalu,2007,0.758,Coastal,161216.0,4943.0,5300.0,0.0,0.0,,2005.8628211661205,0.0,11.481084565896976,0.6742,-0.1981,0.0,0.2868,0.3344,17.00466278502689,67.63136607385836,0.3823,209.58772835754152,860.0921649175077,0.0677,0.6009,0.0055,5.8518,0.0,0.0,0.3888
Uganda,2007,0.455,Landlocked,50149897.0,25115006.0,5475481.0,2198.5199,20.3841,236.0855,233.24,5869.4937,13.148013896248244,124.6685,-2016.872,10472.3619,8.9269,1660.4864,0.0467,3.1747,5032.1614,212.0051069918456,387.3282672020373,296.089,318.1953,4141.3622,617.5816,0.0,20.1255,425.0559
Ukraine,2007,2.379,Coastal,27146130122.0,14775381.0,31610974.0,113.8428,30.8791,2126.3251,165.424,19802.5472,700.0,2784.9056,-37353.0153,2143.988,11238.9191,1918.6845,1452.448,1525.9829,9845.3399,2399.6181,6968.2287,35752.5007,2223.2573,972.5674,4731.6647,0.0,0.0,4596.2187
United Arab Emirates,2007,0.802,Coastal,2334790674.0,1026131.0,5017936.0,0.0,0.0,0.1406,246.40727646443952,0.0,141.42101873026908,2755.8277,,,1831.5641,1967.4992,1341.9798,2.2198,1954.8415,3.1147,1378.059,12031.5685,9.0128,381.4768,56.9137,0.0,0.0,
